TournamentName,Surface,Series,MatchDate,PlayerASurname,PlayerAFirstName,PlayerBSurname,PlayerBFirstName,PlayerAGames,PlayerBGames,ExpectedMatchOutcome,MatchOutcomeProbability,BookmakerName,Source,OddAfterCommission,Edge,ObservedMatchOutcome,TeamAScore,TeamBScore,MatchComment
BNP Paribas Open,Hard,Masters,13-03-2013,Murray,Andy,Berlocq,Carlos,102,69,Away Win,0.071635631,10Bet,Best Betting,21.000000,0.5043482510000,Home Win,2,0,Completed
BNP Paribas Open,Hard,Masters,13-03-2013,Haas,Tommy,Del Potro,Juan-Martin,67,104,Home Win,0.290287859,Pinnacle Sports,Odds Checker Web,4.400000,0.2772665796000,Away Win,2,0,Completed
BNP Paribas Open,Hard,Masters,14-03-2013,Berdych,Tomas,Anderson,Kevin,108,87,Home Win,0.830701972,Bet Victor,Odds Checker Mobi,1.250000,0.0383774650000,Home Win,2,0,Completed
BNP Paribas Open,Hard,Masters,14-03-2013,Nadal,Rafael,Federer,Roger,73,111,Home Win,0.537045552,Marathonbet.co.uk,Best Betting,2.240000,0.2029820364800,Home Win,2,0,Completed
BNP Paribas Open,Hard,Masters,15-03-2013,Djokovic,Novak,Tsonga,Jo-Wilfried,109,114,Home Win,0.925143781,William Hill,Odds Checker Web,1.140000,0.0546639103400,Home Win,2,0,Completed
BNP Paribas Open,Hard,Masters,15-03-2013,Murray,Andy,Del Potro,Juan-Martin,103,105,Away Win,0.413681548,Marathonbet.co.uk,Best Betting,3.100000,0.2824127988000,Away Win,2,1,Completed
BNP Paribas Open,Hard,Masters,16-03-2013,Berdych,Tomas,Nadal,Rafael,109,74,Home Win,0.352070645,32Red bet,Odds Checker Web,2.860000,0.0069220447000,Away Win,2,0,Completed
BNP Paribas Open,Hard,Masters,16-03-2013,Djokovic,Novak,Del Potro,Juan-Martin,110,106,Home Win,0.879732034,Stan James,Odds Checker Web,1.170000,0.0292864797800,Away Win,2,1,Completed
BNP Paribas Open,Hard,Masters,17-03-2013,Del Potro,Juan-Martin,Nadal,Rafael,107,75,Away Win,0.646246604,Pinnacle Sports,Odds Checker Web,1.570000,0.0146071682800,Away Win,2,1,Completed
Sony Open Tennis,Hard,Masters,20-03-2013,Sousa,Joao,Hewitt,Lleyton,15,37,Away Win,0.903663883,Pinnacle Sports,Odds Checker Web,1.260000,0.1386164925800,Away Win,2,0,Completed
Sony Open Tennis,Hard,Masters,20-03-2013,Davydenko,Nikolay,Lorenzi,Paolo,74,40,Home Win,0.873144761,Ladbrokes,Odds Checker Web,1.250000,0.0914309512500,Home Win,2,1,Completed
Sony Open Tennis,Hard,Masters,20-03-2013,Harrison,Ryan,Blake,James,57,30,Away Win,0.621367284,32Red bet,Odds Checker Web,1.940000,0.2054525309600,Away Win,2,0,Completed
Sony Open Tennis,Hard,Masters,20-03-2013,Ram,Rajeev,Malisse,Xavier,19,65,Away Win,0.645038437,Pinnacle Sports,Odds Checker Web,1.560000,0.0062599617200,Away Win,2,1,Completed
Sony Open Tennis,Hard,Masters,20-03-2013,Tursunov,Dmitry,Smyczek,Tim,34,15,Home Win,0.746072570,Pinnacle Sports,Odds Checker Web,1.810000,0.3503913517000,Home Win,2,0,Completed
Sony Open Tennis,Hard,Masters,20-03-2013,Kuznetsov,Andrey,Hanescu,Victor,18,29,Away Win,0.848752695,32Red bet,Odds Checker Web,2.170000,0.8417933481500,Away Win,2,1,Completed
Sony Open Tennis,Hard,Masters,20-03-2013,Paire,Benoit,Llodra,Michael,71,41,Away Win,0.673707415,Pinnacle Sports,Odds Checker Web,2.270000,0.5293158320500,Away Win,2,0,Completed
Sony Open Tennis,Hard,Masters,20-03-2013,Melzer,Jurgen,Berankis,Ricardas,62,21,Home Win,0.557134046,Pinnacle Sports,Odds Checker Web,1.850000,0.0306979851000,Home Win,2,1,Completed
Sony Open Tennis,Hard,Masters,20-03-2013,Muller,Gilles,Rosol,Lukas,55,53,Home Win,0.593849128,Marathonbet.co.uk,Best Betting,2.260000,0.3420990292800,Away Win,2,0,Completed
Sony Open Tennis,Hard,Masters,20-03-2013,Kamke,Tobias,Kavcic,Blaz,39,27,Home Win,0.582877902,youwin,Odds Checker Web,2.050000,0.1948996991000,Home Win,2,0,Completed
Sony Open Tennis,Hard,Masters,20-03-2013,Zemlja,Grega,Bautista-Agut,Roberto,25,26,Home Win,0.424022366,Pinnacle Sports,Odds Checker Web,2.620000,0.1109385989200,Home Win,0,1,Completed
Sony Open Tennis,Hard,Masters,20-03-2013,de Bakker,Thiemo,Zeballos,Horacio,4,24,Home Win,0.595309953,Boylesports,Best Betting,1.800000,0.0715579154000,Away Win,2,1,Completed
Sony Open Tennis,Hard,Masters,20-03-2013,Donskoy,Evgeny,Devvarman,Somdev,15,20,Away Win,0.572640626,Marathonbet.co.uk,Best Betting,2.750000,0.5747617215000,Away Win,2,1,Completed
Sony Open Tennis,Hard,Masters,20-03-2013,Sijsling,Igor,Mayer,Leonardo,33,34,Away Win,0.468743514,youwin,Odds Checker Web,2.400000,0.1249844336000,Home Win,1,0,Completed
Sony Open Tennis,Hard,Masters,20-03-2013,Hajek,Jan,Ramos,Albert,17,78,Away Win,0.733738309,youwin,Odds Checker Web,1.550000,0.1372943789500,Away Win,2,0,Completed
Sony Open Tennis,Hard,Masters,20-03-2013,Matosevic,Marinko,Sela,Dudi,49,36,Away Win,0.399954757,Ladbrokes,Odds Checker Web,2.750000,0.0998755817500,Away Win,2,1,Completed
Sony Open Tennis,Hard,Masters,21-03-2013,Gicquel,Marc,Tomic,Bernard,1,72,Home Win,0.246838249,Pinnacle Sports,Odds Checker Web,6.020000,0.4859662589800,Away Win,2,0,Completed
Sony Open Tennis,Hard,Masters,21-03-2013,Nieminen,Jarkko,Nalbandian,David,82,53,Away Win,0.639543557,Ladbrokes,Odds Checker Web,1.570000,0.0040833844900,Home Win,2,1,Completed
Sony Open Tennis,Hard,Masters,21-03-2013,Ginepri,Robby,Lu,Yen-Hsun,6,44,Home Win,0.433445894,32Red bet,Odds Checker Web,2.790000,0.2093140442600,Away Win,2,0,Completed
Sony Open Tennis,Hard,Masters,21-03-2013,Levine,Jesse,Bolelli,Simone,31,28,Away Win,0.440856288,Bet770,Best Betting,2.400000,0.0580550912000,Away Win,2,1,Completed
Sony Open Tennis,Hard,Masters,21-03-2013,Gimeno-Traver,Daniel,Istomin,Denis,32,78,Away Win,0.807303629,Ladbrokes,Odds Checker Web,1.330000,0.0737138265700,Home Win,2,0,Completed
Sony Open Tennis,Hard,Masters,21-03-2013,Williams,Rhyne,Giraldo,Santiago,5,59,Away Win,0.708707179,Pinnacle Sports,Odds Checker Web,1.810000,0.2827599939900,Away Win,2,0,Completed
Sony Open Tennis,Hard,Masters,21-03-2013,Andujar,Pablo,Troicki,Viktor,69,68,Away Win,0.688632051,Pinnacle Sports,Odds Checker Web,1.500000,0.0329480765000,Away Win,2,0,Completed
Sony Open Tennis,Hard,Masters,21-03-2013,Copil,Marius,Rufin,Guillaume,9,15,Home Win,0.723571249,Boylesports,Odds Checker Web,1.670000,0.2083639858300,Away Win,2,1,Completed
Sony Open Tennis,Hard,Masters,21-03-2013,Dancevic,Frank,Kubot,Lukasz,6,62,Home Win,0.594606765,Blue Square,Odds Checker Web,1.830000,0.0881303799500,Away Win,2,1,Completed
Sony Open Tennis,Hard,Masters,21-03-2013,Pella,Guido,Berlocq,Carlos,7,70,Away Win,0.833265741,Stan James,Odds Checker Web,1.400000,0.1665720374000,Home Win,1,0,Completed
Sony Open Tennis,Hard,Masters,21-03-2013,Ito,Tatsuma,Rochus,Olivier,30,39,Home Win,0.348018502,Pinnacle Sports,Odds Checker Web,3.640000,0.2667873472800,Away Win,2,1,Completed
Sony Open Tennis,Hard,Masters,21-03-2013,Goffin,David,Haase,Robin,39,60,Home Win,0.614749745,Boylesports,Odds Checker Web,1.800000,0.1065495410000,Home Win,2,1,Completed
Sony Open Tennis,Hard,Masters,21-03-2013,Dodig,Ivan,Lacko,Lukas,60,41,Home Win,0.678561203,32Red bet,Odds Checker Web,1.480000,0.0042705804400,Home Win,2,1,Completed
Sony Open Tennis,Hard,Masters,21-03-2013,Becker,Benjamin,Bedene,Aljaz,34,21,Away Win,0.661698266,Betfred,Odds Checker Web,2.000000,0.3233965320000,Away Win,2,0,Completed
Sony Open Tennis,Hard,Masters,21-03-2013,Soeda,Go,Falla,Alejandro,42,50,Home Win,0.536487467,32Red bet,Odds Checker Web,1.900000,0.0193261873000,Away Win,2,0,Completed
Sony Open Tennis,Hard,Masters,23-03-2013,Tomic,Bernard,Murray,Andy,73,104,Away Win,0.879123037,Ladbrokes,Odds Checker Web,1.140000,0.0022002621800,Away Win,2,0,Completed
Sony Open Tennis,Hard,Masters,23-03-2013,Verdasco,Fernando,Falla,Alejandro,68,51,Home Win,0.673901016,Pinnacle Sports,Odds Checker Web,1.920000,0.2938899507200,Away Win,2,0,Completed
Sony Open Tennis,Hard,Masters,23-03-2013,Gasquet,Richard,Rochus,Olivier,87,40,Away Win,0.172354835,Betfair,Best Betting,7.811500,0.4081390019500,Home Win,2,0,Completed
Sony Open Tennis,Hard,Masters,23-03-2013,Isner,John,Dodig,Ivan,76,61,Away Win,0.476682759,Sporting Bet,Odds Checker Web,2.450000,0.1678727595500,Home Win,2,1,Completed
Sony Open Tennis,Hard,Masters,23-03-2013,Raonic,Milos,Rufin,Guillaume,84,16,Home Win,0.943904977,Pinnacle Sports,Odds Checker Web,1.140000,0.0760516737800,Home Win,2,0,Completed
Sony Open Tennis,Hard,Masters,23-03-2013,Kubot,Lukasz,Querrey,Sam,63,80,Home Win,0.254032096,Sporting Bet,Odds Checker Web,4.000000,0.0161283840000,Away Win,2,1,Completed
Sony Open Tennis,Hard,Masters,23-03-2013,Bellucci,Thomaz,Janowicz,Jerzy,58,23,Home Win,0.387264630,Betfred,Best Betting,3.000000,0.1617938900000,Home Win,2,1,Completed
Sony Open Tennis,Hard,Masters,23-03-2013,Pella,Guido,Almagro,Nicolas,8,99,Away Win,0.944410076,32Red bet,Odds Checker Web,1.090000,0.0294069828400,Away Win,2,0,Completed
Sony Open Tennis,Hard,Masters,23-03-2013,Giraldo,Santiago,Cilic,Marin,60,85,Away Win,0.842289998,Pinnacle Sports,Odds Checker Web,1.260000,0.0612853974800,Away Win,2,0,Completed
Sony Open Tennis,Hard,Masters,23-03-2013,Kohlschreiber,Philipp,Goffin,David,84,40,Home Win,0.664653693,Ladbrokes,Odds Checker Web,1.730000,0.1498508888900,Away Win,2,1,Completed
Sony Open Tennis,Hard,Masters,23-03-2013,Nieminen,Jarkko,Klizan,Martin,83,41,Home Win,0.781057247,32Red bet,Best Betting,1.540000,0.2028281603800,Home Win,2,0,Completed
Sony Open Tennis,Hard,Masters,23-03-2013,Dimitrov,Grigor,Bolelli,Simone,67,29,Home Win,0.812709700,youwin,Odds Checker Web,1.300000,0.0565226100000,Home Win,1,1,Completed
Sony Open Tennis,Hard,Masters,23-03-2013,Seppi,Andreas,Bedene,Aljaz,87,22,Away Win,0.347744160,Sky Bet,Odds Checker Web,3.750000,0.3040406000000,Home Win,2,1,Completed
Sony Open Tennis,Hard,Masters,23-03-2013,Lu,Yen-Hsun,Youzhny,Mikhail,45,75,Away Win,0.642435246,Pinnacle Sports,Odds Checker Web,2.020000,0.2977191969200,Away Win,2,1,Completed
Sony Open Tennis,Hard,Masters,24-03-2013,Ferrer,David,Fognini,Fabio,130,69,Home Win,0.944682481,Ladbrokes,Odds Checker Web,1.100000,0.0391507291000,Home Win,2,0,Completed
Sony Open Tennis,Hard,Masters,24-03-2013,Djokovic,Novak,Devvarman,Somdev,112,22,Home Win,0.990237355,Betfred,Odds Checker Web,1.020000,0.0100421021000,Home Win,2,0,Completed
Sony Open Tennis,Hard,Masters,24-03-2013,Ramos,Albert,Blake,James,79,32,Away Win,0.693880934,Marathonbet.co.uk,Best Betting,1.550000,0.0755154477000,Home Win,2,1,Completed
Sony Open Tennis,Hard,Masters,24-03-2013,Malisse,Xavier,Nishikori,Kei,66,85,Away Win,0.798021722,Marathonbet.co.uk,Best Betting,1.270000,0.0134875869400,Away Win,2,0,Completed
Sony Open Tennis,Hard,Masters,24-03-2013,Dolgopolov,Alexandr,Haas,Tommy,81,69,Away Win,0.666763760,Sporting Bet,Odds Checker Web,1.830000,0.2201776808000,Away Win,2,0,Completed
Sony Open Tennis,Hard,Masters,24-03-2013,Anderson,Kevin,Tipsarevic,Janko,89,110,Home Win,0.686943193,Marathonbet.co.uk,Best Betting,1.660000,0.1403257003800,Away Win,2,1,Completed
Sony Open Tennis,Hard,Masters,24-03-2013,Melzer,Jurgen,Kamke,Tobias,64,40,Home Win,0.677599984,Pinnacle Sports,Odds Checker Web,1.600000,0.0841599744000,Home Win,2,1,Completed
Sony Open Tennis,Hard,Masters,25-03-2013,Dimitrov,Grigor,Murray,Andy,67,105,Home Win,0.142626374,Marathonbet.co.uk,Best Betting,8.300000,0.1837989042000,Away Win,2,0,Completed
Sony Open Tennis,Hard,Masters,25-03-2013,Tsonga,Jo-Wilfried,Nieminen,Jarkko,116,84,Home Win,0.790495593,Marathonbet.co.uk,Best Betting,1.300000,0.0276442709000,Home Win,2,0,Completed
Sony Open Tennis,Hard,Masters,25-03-2013,Isner,John,Cilic,Marin,77,86,Away Win,0.701166653,Marathonbet.co.uk,Best Betting,1.550000,0.0868083121500,Away Win,2,0,Completed
Sony Open Tennis,Hard,Masters,25-03-2013,Gasquet,Richard,Youzhny,Mikhail,88,76,Home Win,0.851130238,Stan James,Best Betting,1.360000,0.1575371236800,Home Win,2,0,Completed
Sony Open Tennis,Hard,Masters,25-03-2013,Goffin,David,Almagro,Nicolas,41,100,Home Win,0.237524489,Marathonbet.co.uk,Best Betting,5.300000,0.2588797917000,Away Win,2,0,Completed
Sony Open Tennis,Hard,Masters,25-03-2013,Falla,Alejandro,Berdych,Tomas,52,111,Away Win,0.954439313,32Red bet,Best Betting,1.070000,0.0212500649100,Away Win,2,1,Completed
Sony Open Tennis,Hard,Masters,25-03-2013,Raonic,Milos,Querrey,Sam,85,81,Home Win,0.721886275,Pinnacle Sports,Best Betting,1.530000,0.1044860007500,Away Win,0,0,Completed
Sony Open Tennis,Hard,Masters,25-03-2013,Seppi,Andreas,Bellucci,Thomaz,87,59,Home Win,0.756200986,Stan James,Best Betting,1.570000,0.1872355480200,Home Win,2,1,Completed
Sony Open Tennis,Hard,Masters,27-03-2013,Ferrer,David,Melzer,Jurgen,132,66,Home Win,0.929172419,Pinnacle Sports,Odds Checker Web,1.090000,0.0127979367100,Home Win,2,1,Completed
Sony Open Tennis,Hard,Masters,27-03-2013,Haas,Tommy,Simon,Gilles,71,96,Home Win,0.650385934,Pinnacle Sports,Best Betting,1.590000,0.0341136350600,Home Win,2,0,Completed
Sony Open Tennis,Hard,Masters,28-03-2013,Cilic,Marin,Murray,Andy,88,107,Home Win,0.352070645,Marathonbet.co.uk,Best Betting,6.300000,1.2180450635000,Away Win,2,0,Completed
Sony Open Tennis,Hard,Masters,28-03-2013,Gasquet,Richard,Berdych,Tomas,88,113,Away Win,0.714097048,32Red bet,Odds Checker Web,1.480000,0.0568636310400,Home Win,2,0,Completed
Sony Open Tennis,Hard,Masters,29-03-2013,Haas,Tommy,Ferrer,David,72,133,Away Win,0.737901973,Stan James,Odds Checker Web,1.530000,0.1289900186900,Away Win,2,1,Completed
Grand Prix Hassan II,Clay,ATP,08-04-2013,Robredo,Tommy,Rufin,Guillaume,30,17,Home Win,0.784005947,32Red bet,Odds Checker Web,1.600000,0.2544095152000,Home Win,2,0,Completed
US Men's Clay Court Championship,Clay,ATP,08-04-2013,Monfils,Gael,Blake,James,49,33,Home Win,0.729037469,Stan James,Odds Checker Web,1.670000,0.2174925732300,Home Win,2,0,Completed
US Men's Clay Court Championship,Clay,ATP,08-04-2013,Ouanna,Josselin,Smyczek,Tim,1,16,Home Win,0.769147315,Betfred,Odds Checker Web,2.500000,0.9228682875000,Away Win,2,0,Completed
Grand Prix Hassan II,Clay,ATP,10-04-2013,Haase,Robin,Bautista-Agut,Roberto,58,27,Home Win,0.735473340,Marathonbet.co.uk,Best Betting,2.220000,0.6327508148000,Home Win,2,1,Completed
Grand Prix Hassan II,Clay,ATP,10-04-2013,Wawrinka,Stanislas,Kavcic,Blaz,76,29,Away Win,0.148964125,Sporting Bet,Odds Checker Web,7.000000,0.0427488750000,Home Win,2,1,Completed
Grand Prix Hassan II,Clay,ATP,10-04-2013,Paire,Benoit,Bedene,Aljaz,70,24,Away Win,0.577468487,Stan James,Odds Checker Web,2.200000,0.2704306714000,Home Win,2,1,Completed
Grand Prix Hassan II,Clay,ATP,10-04-2013,Robredo,Tommy,Kamke,Tobias,30,40,Home Win,0.731985914,Betway,Odds Checker Web,1.570000,0.1492178849800,Home Win,2,0,Completed
Grand Prix Hassan II,Clay,ATP,10-04-2013,Darcis,Steve,De Schepper,Kenny,43,6,Home Win,0.853405682,32Red bet,Odds Checker Web,1.320000,0.1264955002400,Away Win,2,0,Completed
Grand Prix Hassan II,Clay,ATP,10-04-2013,Roger-Vasselin,Edouard,Garcia-Lopez,Guillermo,46,58,Away Win,0.583361731,Pinnacle Sports,Odds Checker Web,2.070000,0.2075587831700,Away Win,2,1,Completed
US Men's Clay Court Championship,Clay,ATP,10-04-2013,Alund,Martin,Hewitt,Lleyton,8,39,Away Win,0.829996584,32Red bet,Odds Checker Web,1.590000,0.3196945685600,Home Win,2,1,Completed
US Men's Clay Court Championship,Clay,ATP,10-04-2013,Devvarman,Somdev,Ramirez Hidalgo,Ruben,20,20,Away Win,0.683121864,Marathonbet.co.uk,Best Betting,2.050000,0.4003998212000,Away Win,2,0,Completed
Grand Prix Hassan II,Clay,ATP,11-04-2013,Volandri,Filippo,Klizan,Martin,41,42,Away Win,0.656292240,Ladbrokes,Best Betting,1.620000,0.0631934288000,Away Win,2,0,Completed
Grand Prix Hassan II,Clay,ATP,11-04-2013,Haase,Robin,De Schepper,Kenny,58,7,Home Win,0.898978872,Pinnacle Sports,Best Betting,1.530000,0.3754376741600,Home Win,2,1,Completed
Grand Prix Hassan II,Clay,ATP,12-04-2013,Paire,Benoit,Robredo,Tommy,71,30,Away Win,0.705157800,Sporting Bet,Best Betting,1.800000,0.2692840400000,Away Win,2,1,Completed
Grand Prix Hassan II,Clay,ATP,12-04-2013,Wawrinka,Stanislas,Garcia-Lopez,Guillermo,76,58,Home Win,0.905286631,Sporting Bet,Odds Checker Web,1.170000,0.0591853582700,Home Win,2,0,Completed
Grand Prix Hassan II,Clay,ATP,12-04-2013,Zemlja,Grega,Anderson,Kevin,29,87,Home Win,0.347882501,Pinnacle Sports,Odds Checker Web,4.050000,0.4089241290500,Away Win,2,0,Completed
Grand Prix Hassan II,Clay,ATP,12-04-2013,Haase,Robin,Klizan,Martin,59,43,Home Win,0.562643742,Paddy Power,Odds Checker Web,2.750000,0.5472702905000,Away Win,2,0,Completed
US Men's Clay Court Championship,Clay,ATP,12-04-2013,Williams,Rhyne,Ramirez Hidalgo,Ruben,8,22,Home Win,0.532575931,Marathonbet.co.uk,Best Betting,2.150000,0.1450382516500,Home Win,2,1,Completed
US Men's Clay Court Championship,Clay,ATP,12-04-2013,Isner,John,Berankis,Ricardas,80,24,Home Win,0.803864228,Pinnacle Sports,Odds Checker Web,1.400000,0.1254099192000,Home Win,2,1,Completed
US Men's Clay Court Championship,Clay,ATP,12-04-2013,Ginepri,Robby,Monaco,Juan,9,69,Away Win,0.833423024,Stan James,Odds Checker Web,1.250000,0.0417787800000,Away Win,2,0,Completed
Grand Prix Hassan II,Clay,ATP,13-04-2013,Wawrinka,Stanislas,Robredo,Tommy,76,31,Away Win,0.308003463,Pinnacle Sports,Best Betting,3.840000,0.1827332979200,Away Win,2,1,Completed
Grand Prix Hassan II,Clay,ATP,13-04-2013,Klizan,Martin,Anderson,Kevin,44,88,Home Win,0.634432220,Pinnacle Sports,Best Betting,2.390000,0.5162930058000,Away Win,2,1,Completed
Monte-Carlo Rolex Masters,Clay,Masters,14-04-2013,Malisse,Xavier,Dimitrov,Grigor,65,62,Home Win,0.415463427,Marathonbet.co.uk,Best Betting,3.450000,0.4333488231500,Away Win,2,0,Completed
Grand Prix Hassan II,Clay,ATP,14-04-2013,Robredo,Tommy,Anderson,Kevin,32,89,Home Win,0.700063394,32Red bet,Odds Checker Web,2.120000,0.4841343952800,Home Win,2,1,Completed
Monte-Carlo Rolex Masters,Clay,Masters,15-04-2013,Dodig,Ivan,Paire,Benoit,58,72,Home Win,0.397960772,Sporting Bet,Odds Checker Web,3.200000,0.2734744704000,Away Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,15-04-2013,Bautista-Agut,Roberto,Simon,Gilles,28,91,Away Win,0.826863705,Paddy Power,Odds Checker Web,1.250000,0.0335796312500,Home Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,15-04-2013,Raonic,Milos,Benneteau,Julien,81,73,Home Win,0.713257933,Ladbrokes,Odds Checker Web,1.530000,0.0912846374900,Home Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,15-04-2013,Cilic,Marin,Zeballos,Horacio,83,26,Home Win,0.766846643,Pinnacle Sports,Best Betting,1.310000,0.0045691023300,Home Win,2,1,Completed
Monte-Carlo Rolex Masters,Clay,Masters,15-04-2013,Nieminen,Jarkko,Troicki,Viktor,81,65,Away Win,0.409910791,Marathonbet.co.uk,Best Betting,2.440000,0.0001823300400,Home Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,15-04-2013,Brands,Daniel,Davydenko,Nikolay,30,73,Away Win,0.780414535,Pinnacle Sports,Best Betting,1.620000,0.2642715467000,Away Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,15-04-2013,Fognini,Fabio,Seppi,Andreas,66,87,Away Win,0.697093847,Sporting Bet,Odds Checker Web,1.670000,0.1641467244900,Home Win,2,1,Completed
Monte-Carlo Rolex Masters,Clay,Masters,15-04-2013,Youzhny,Mikhail,Gimeno-Traver,Daniel,73,35,Home Win,0.601435267,Pinnacle Sports,Best Betting,1.840000,0.1066408912800,Home Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,15-04-2013,Andujar,Pablo,Chardy,Jeremy,64,65,Away Win,0.809433958,Marathonbet.co.uk,Best Betting,2.150000,0.7402830097000,Home Win,2,1,Completed
Monte-Carlo Rolex Masters,Clay,Masters,15-04-2013,Haase,Robin,Roger-Vasselin,Edouard,60,47,Home Win,0.774447389,Pinnacle Sports,Best Betting,1.880000,0.4559610913200,Away Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,16-04-2013,Tipsarevic,Janko,Dimitrov,Grigor,106,63,Away Win,0.463443302,Marathonbet.co.uk,Best Betting,2.260000,0.0473818625200,Away Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,16-04-2013,Paire,Benoit,Gasquet,Richard,73,90,Away Win,0.870317243,Pinnacle Sports,Best Betting,1.220000,0.0617870364600,Away Win,2,1,Completed
Monte-Carlo Rolex Masters,Clay,Masters,16-04-2013,Tsonga,Jo-Wilfried,Davydenko,Nikolay,109,74,Away Win,0.400517643,Bwin,Odds Checker Web,3.800000,0.5219670434000,Home Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,16-04-2013,Dolgopolov,Alexandr,Del Potro,Juan-Martin,75,109,Away Win,0.838038219,Pinnacle Sports,Best Betting,1.230000,0.0307870093700,Away Win,2,1,Completed
Monte-Carlo Rolex Masters,Clay,Masters,16-04-2013,Matosevic,Marinko,Verdasco,Fernando,49,66,Away Win,0.905404524,Pinnacle Sports,Best Betting,1.550000,0.4033770122000,Home Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,16-04-2013,Kohlschreiber,Philipp,Andujar,Pablo,82,65,Home Win,0.839269635,Stan James,Odds Checker Web,1.530000,0.2840825415500,Home Win,2,1,Completed
Monte-Carlo Rolex Masters,Clay,Masters,16-04-2013,Monfils,Gael,Montanes,Albert,51,34,Home Win,0.728144269,Pinnacle Sports,Best Betting,1.610000,0.1723122730900,Away Win,2,1,Completed
Monte-Carlo Rolex Masters,Clay,Masters,16-04-2013,Gulbis,Ernests,Isner,John,44,83,Away Win,0.669162552,Pinnacle Sports,Best Betting,2.810000,0.8803467711200,Home Win,2,1,Completed
Monte-Carlo Rolex Masters,Clay,Masters,16-04-2013,Wawrinka,Stanislas,Istomin,Denis,77,77,Away Win,0.257150020,Pinnacle Sports,Best Betting,6.200000,0.5943301240000,Home Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,16-04-2013,Balleret,Benjamin,Mayer,Florian,1,58,Away Win,0.923328087,32Red bet,Odds Checker Web,1.110000,0.0248941765700,Away Win,2,1,Completed
Monte-Carlo Rolex Masters,Clay,Masters,16-04-2013,Janowicz,Jerzy,Anderson,Kevin,24,90,Home Win,0.435544687,Marathonbet.co.uk,Best Betting,2.420000,0.0540181425400,Away Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,16-04-2013,Goffin,David,Almagro,Nicolas,40,101,Away Win,0.894782817,Pinnacle Sports,Best Betting,1.190000,0.0647915522300,Away Win,2,1,Completed
Monte-Carlo Rolex Masters,Clay,Masters,16-04-2013,Ramos,Albert,Stepanek,Radek,74,49,Away Win,0.515750866,Pinnacle Sports,Best Betting,3.600000,0.8567031176000,Home Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,16-04-2013,Hanescu,Victor,Granollers,Marcel,30,64,Away Win,0.595344303,Pinnacle Sports,Best Betting,2.270000,0.3514315678100,Away Win,2,1,Completed
Monte-Carlo Rolex Masters,Clay,Masters,16-04-2013,Melzer,Jurgen,Huta Galung,Jesse,63,3,Home Win,0.848664796,Sporting Bet,Odds Checker Web,1.570000,0.3324037297200,Home Win,2,1,Completed
Monte-Carlo Rolex Masters,Clay,Masters,16-04-2013,Klizan,Martin,Monaco,Juan,45,71,Away Win,0.647198736,Pinnacle Sports,Best Betting,1.550000,0.0031580408000,Away Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,17-04-2013,Berdych,Tomas,Granollers,Marcel,107,65,Away Win,0.134766612,Pinnacle Sports,Best Betting,7.780000,0.0484842413600,Home Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,17-04-2013,Matosevic,Marinko,Nadal,Rafael,50,69,Home Win,0.040800941,Betfair,Best Betting,54.200000,1.3256536370000,Away Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,17-04-2013,Djokovic,Novak,Youzhny,Mikhail,114,74,Home Win,0.956549294,32Red bet,Odds Checker Web,1.080000,0.0330732375200,Home Win,2,1,Completed
Monte-Carlo Rolex Masters,Clay,Masters,17-04-2013,Roger-Vasselin,Edouard,Murray,Andy,48,96,Home Win,0.095987518,Marathonbet.co.uk,Best Betting,10.500000,0.0078689390000,Away Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,17-04-2013,Raonic,Milos,Nieminen,Jarkko,82,82,Home Win,0.791401099,Stan James,Odds Checker Web,1.360000,0.0763054946400,Away Win,2,1,Completed
Monte-Carlo Rolex Masters,Clay,Masters,17-04-2013,Ramos,Albert,Fognini,Fabio,75,67,Home Win,0.577597010,Marathonbet.co.uk,Best Betting,2.180000,0.2591614818000,Away Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,17-04-2013,Melzer,Jurgen,Almagro,Nicolas,64,102,Away Win,0.834344277,Stan James,Odds Checker Web,1.250000,0.0429303462500,Home Win,2,0,Completed
