TournamentName,Surface,Series,MatchDate,PlayerASurname,PlayerAFirstName,PlayerBSurname,PlayerBFirstName,PlayerAGames,PlayerBGames,ExpectedMatchOutcome,MatchOutcomeProbability,BookmakerName,Source,OddAfterCommission,Edge,ObservedMatchOutcome,TeamAScore,TeamBScore,MatchComment
Wimbledon,Grass,Grand Slam,27-06-2013,Djokovic,Novak,Reynolds,Bobby,122,15,Away Win,0.028755966,Betfair,Best Betting,43.370000,0.3112720496000,Home Win,3,0,Completed
Wimbledon,Grass,Grand Slam,27-06-2013,Gasquet,Richard,Soeda,Go,103,42,Away Win,0.091409463,Matchbook.com,Best Betting,18.551250,0.7801992919250,Home Win,3,1,Completed
Wimbledon,Grass,Grand Slam,27-06-2013,Brands,Daniel,Berdych,Tomas,41,115,Home Win,0.168819531,Marathonbet.co.uk,Best Betting,13.000000,1.1946539030000,Away Win,3,0,Completed
Wimbledon,Grass,Grand Slam,27-06-2013,Nishikori,Kei,Mayer,Leonardo,85,41,Away Win,0.133686435,Betfair,Best Betting,9.075000,0.2700211325000,Home Win,3,0,Completed
Wimbledon,Grass,Grand Slam,27-06-2013,Blake,James,Tomic,Bernard,32,75,Home Win,0.511826326,32Red bet,Best Betting,2.720000,0.3921676067200,Away Win,3,0,Completed
Wimbledon,Grass,Grand Slam,27-06-2013,Raonic,Milos,Sijsling,Igor,90,44,Away Win,0.477278655,Ladbrokes,Best Betting,3.000000,0.4318359650000,Away Win,3,0,Completed
Wimbledon,Grass,Grand Slam,27-06-2013,Anderson,Kevin,Przysiezny,Michal,93,3,Away Win,0.396701191,Stan James,Best Betting,7.500000,1.9752589325000,Home Win,3,0,Completed
Wimbledon,Grass,Grand Slam,27-06-2013,Kudla,Denis,Dodig,Ivan,15,70,Home Win,0.395072473,Marathonbet.co.uk,Best Betting,3.150000,0.2444782899500,Away Win,3,0,Completed
Wimbledon,Grass,Grand Slam,28-06-2013,Almagro,Nicolas,Janowicz,Jerzy,115,38,Home Win,0.527744462,Marathonbet.co.uk,Best Betting,2.220000,0.1715927056400,Away Win,3,0,Completed
Wimbledon,Grass,Grand Slam,28-06-2013,Robredo,Tommy,Murray,Andy,47,105,Away Win,0.961473155,32Red bet,Best Betting,1.050000,0.0095468127500,Away Win,3,0,Completed
Wimbledon,Grass,Grand Slam,28-06-2013,Ferrer,David,Bautista-Agut,Roberto,133,38,Away Win,0.197469597,Spreadex,Best Betting,7.500000,0.4810219775000,Home Win,3,1,Completed
Wimbledon,Grass,Grand Slam,28-06-2013,Melzer,Jurgen,Stakhovsky,Sergiy,72,57,Home Win,0.641327703,Marathonbet.co.uk,Best Betting,2.120000,0.3596147303600,Home Win,3,1,Completed
Wimbledon,Grass,Grand Slam,28-06-2013,Wang,Jimmy,Haas,Tommy,7,86,Home Win,0.094787545,32Red bet,Best Betting,15.500000,0.4692069475000,Away Win,3,0,Completed
Wimbledon,Grass,Grand Slam,28-06-2013,Mannarino,Adrian,Brown,Dustin,13,12,Home Win,0.549572708,Betway,Odds Checker Mobi,2.400000,0.3189744992000,Home Win,3,0,Completed
Wimbledon,Grass,Grand Slam,29-06-2013,Gasquet,Richard,Tomic,Bernard,104,76,Home Win,0.936269330,Sporting Bet,Best Betting,1.440000,0.3482278352000,Away Win,3,1,Completed
Wimbledon,Grass,Grand Slam,29-06-2013,Djokovic,Novak,Chardy,Jeremy,123,74,Home Win,0.952399790,Marathonbet.co.uk,Best Betting,1.050000,0.0000197795000,Home Win,3,0,Completed
Wimbledon,Grass,Grand Slam,29-06-2013,Djokovic,Novak,Chardy,Jeremy,123,74,Away Win,0.047600210,Betfair,Best Betting,22.612500,0.1305049875000,Home Win,3,0,Completed
Wimbledon,Grass,Grand Slam,29-06-2013,Anderson,Kevin,Berdych,Tomas,94,116,Home Win,0.238412509,Marathonbet.co.uk,Best Betting,5.500000,0.3112687995000,Away Win,3,1,Completed
Wimbledon,Grass,Grand Slam,29-06-2013,Ferrer,David,Dolgopolov,Alexandr,134,83,Home Win,0.903287863,Marathonbet.co.uk,Best Betting,1.360000,0.2284714936800,Home Win,3,2,Completed
Wimbledon,Grass,Grand Slam,29-06-2013,Troicki,Viktor,Youzhny,Mikhail,79,87,Home Win,0.435000085,Pinnacle Sports,Best Betting,2.370000,0.0309502014500,Away Win,3,0,Completed
Wimbledon,Grass,Grand Slam,29-06-2013,Lopez,Feliciano,Haas,Tommy,78,87,Away Win,0.792582001,Marathonbet.co.uk,Best Betting,1.520000,0.2047246415200,Away Win,3,1,Completed
Wimbledon,Grass,Grand Slam,29-06-2013,Gulbis,Ernests,Verdasco,Fernando,57,77,Home Win,0.594922097,Stan James,Best Betting,1.730000,0.0292152278100,Away Win,3,0,Completed
Wimbledon,Grass,Grand Slam,29-06-2013,Gulbis,Ernests,Verdasco,Fernando,57,77,Away Win,0.405077903,Marathonbet.co.uk,Best Betting,2.520000,0.0207963155600,Away Win,3,0,Completed
Wimbledon,Grass,Grand Slam,29-06-2013,Zemlja,Grega,Del Potro,Juan-Martin,43,109,Home Win,0.248219537,Betfair,Best Betting,9.075000,1.3580856015000,Away Win,3,0,Completed
Wimbledon,Grass,Grand Slam,29-06-2013,Kubot,Lukasz,Paire,Benoit,64,92,Home Win,0.353627492,Stan James,Best Betting,3.750000,0.3261030950000,Home Win,3,0,Completed
Wimbledon,Grass,Grand Slam,01-07-2013,Youzhny,Mikhail,Murray,Andy,88,106,Home Win,0.084344221,Boylesports,Best Betting,13.000000,0.0964748730000,Away Win,3,0,Completed
Wimbledon,Grass,Grand Slam,01-07-2013,Djokovic,Novak,Haas,Tommy,124,88,Away Win,0.133163115,Boylesports,Best Betting,10.000000,0.3316311500000,Home Win,3,0,Completed
Wimbledon,Grass,Grand Slam,01-07-2013,Seppi,Andreas,Del Potro,Juan-Martin,95,110,Away Win,0.810882307,Pinnacle Sports,Best Betting,1.280000,0.0379293529600,Away Win,3,0,Completed
Wimbledon,Grass,Grand Slam,01-07-2013,Tomic,Bernard,Berdych,Tomas,77,117,Away Win,0.911891691,Marathonbet.co.uk,Best Betting,1.450000,0.3222429519500,Away Win,3,1,Completed
Wimbledon,Grass,Grand Slam,01-07-2013,Ferrer,David,Dodig,Ivan,135,72,Home Win,0.853682948,32Red bet,Best Betting,1.340000,0.1439351503200,Home Win,3,1,Completed
Wimbledon,Grass,Grand Slam,01-07-2013,Verdasco,Fernando,De Schepper,Kenny,78,17,Away Win,0.337011350,Pinnacle Sports,Best Betting,5.010000,0.6884268635000,Home Win,3,0,Completed
Wimbledon,Grass,Grand Slam,01-07-2013,Janowicz,Jerzy,Melzer,Jurgen,39,73,Away Win,0.544435050,Marathonbet.co.uk,Best Betting,4.400000,1.3955142200000,Home Win,3,2,Completed
Wimbledon,Grass,Grand Slam,03-07-2013,Ferrer,David,Del Potro,Juan-Martin,136,111,Home Win,0.671791710,Boylesports,Best Betting,1.730000,0.1621996583000,Away Win,3,0,Completed
Wimbledon,Grass,Grand Slam,03-07-2013,Verdasco,Fernando,Murray,Andy,79,107,Home Win,0.211485067,Marathonbet.co.uk,Best Betting,13.000000,1.7493058710000,Away Win,3,2,Completed
Wimbledon,Grass,Grand Slam,03-07-2013,Djokovic,Novak,Berdych,Tomas,125,118,Home Win,0.917969124,Marathonbet.co.uk,Best Betting,1.140000,0.0464848013600,Home Win,3,0,Completed
Wimbledon,Grass,Grand Slam,03-07-2013,Kubot,Lukasz,Janowicz,Jerzy,66,40,Home Win,0.534775858,Marathonbet.co.uk,Best Betting,5.500000,1.9412672190000,Away Win,3,0,Completed
Wimbledon,Grass,Grand Slam,05-07-2013,Djokovic,Novak,Del Potro,Juan-Martin,126,112,Home Win,0.911181623,Paddy Power,Best Betting,1.170000,0.0660824989100,Home Win,3,2,Completed
Wimbledon,Grass,Grand Slam,05-07-2013,Janowicz,Jerzy,Murray,Andy,41,108,Away Win,0.936924246,Paddy Power,Best Betting,1.220000,0.1430475801200,Away Win,3,1,Completed
Wimbledon,Grass,Grand Slam,07-07-2013,Djokovic,Novak,Murray,Andy,127,109,Home Win,0.726761301,Paddy Power,Odds Checker Mobi,1.620000,0.1773533076200,Away Win,3,0,Completed
SkiStar Swedish Open,Clay,ATP,09-07-2013,Hajek,Jan,Garcia-Lopez,Guillermo,26,64,Home Win,0.467810462,Marathonbet.co.uk,Best Betting,2.460000,0.1508137365200,Away Win,2,0,Completed
SkiStar Swedish Open,Clay,ATP,09-07-2013,Souza,Joao,Troicki,Viktor,17,77,Away Win,0.810569427,Stan James,Best Betting,1.330000,0.0780573379100,Away Win,2,0,Completed
SkiStar Swedish Open,Clay,ATP,09-07-2013,Verdasco,Fernando,Vinciguerra,Andreas,80,0,Away Win,0.283373747,Betfair,Odds Checker Mobi,9.526250,1.8266531263250,Home Win,2,0,Completed
SkiStar Swedish Open,Clay,ATP,09-07-2013,Struff,Jan-Lennard,Stakhovsky,Sergiy,5,57,Away Win,0.554922632,Pinnacle Sports,Best Betting,2.020000,0.1209437166400,Home Win,2,0,Completed
SkiStar Swedish Open,Clay,ATP,09-07-2013,Ramos,Albert,Reister,Julian,85,10,Away Win,0.492611442,Sporting Bet,Best Betting,2.600000,0.2807897492000,Home Win,2,0,Completed
SkiStar Swedish Open,Clay,ATP,09-07-2013,Schwartzman,Diego-Sebastian,de Bakker,Thiemo,4,9,Away Win,0.846635995,Paddy Power,Best Betting,2.100000,0.7779355895000,Away Win,2,0,Completed
SkiStar Swedish Open,Clay,ATP,09-07-2013,Volandri,Filippo,Zopp,Jurgen,43,20,Away Win,0.352665711,Stan James,Best Betting,2.880000,0.0156772476800,Home Win,2,0,Completed
SkiStar Swedish Open,Clay,ATP,09-07-2013,Copil,Marius,Kavcic,Blaz,10,35,Away Win,0.695166792,Paddy Power,Best Betting,2.100000,0.4598502632000,Away Win,2,0,Completed
SkiStar Swedish Open,Clay,ATP,09-07-2013,Laaksonen,Henri,Veic,Antonio,4,10,Away Win,0.592048339,Stan James,Best Betting,1.900000,0.1248918441000,Home Win,2,1,Completed
MercedesCup,Clay,ATP,09-07-2013,Mathieu,Paul-Henri,Monfils,Gael,47,54,Away Win,0.814731413,Paddy Power,Best Betting,1.290000,0.0510035227700,Away Win,2,0,Completed
MercedesCup,Clay,ATP,09-07-2013,Mayer,Florian,Beck,Andreas,69,6,Home Win,0.763829706,Stan James,Best Betting,1.330000,0.0158935089800,Home Win,2,1,Completed
MercedesCup,Clay,ATP,09-07-2013,Langer,Nils,Kern,Robin,0,1,Home Win,0.885436400,888sport,Best Betting,1.450000,0.2838827800000,Home Win,2,1,Completed
MercedesCup,Clay,ATP,09-07-2013,Munoz-De La Nava,Daniel,Davydenko,Nikolay,13,76,Away Win,0.841987974,William Hill,Best Betting,1.400000,0.1787831636000,Away Win,2,1,Completed
MercedesCup,Clay,ATP,09-07-2013,Mayer,Leonardo,Andujar,Pablo,42,77,Home Win,0.408147975,Marathonbet.co.uk,Best Betting,2.750000,0.1224069312500,Home Win,2,1,Completed
MercedesCup,Clay,ATP,09-07-2013,Ward,Alexander,Fognini,Fabio,0,79,Away Win,0.927419088,Pinnacle Sports,Best Betting,1.180000,0.0943545238400,Away Win,2,0,Completed
MercedesCup,Clay,ATP,09-07-2013,Granollers,Marcel,Gulbis,Ernests,68,58,Away Win,0.723447738,Pinnacle Sports,Best Betting,1.490000,0.0779371296200,Away Win,2,1,Completed
MercedesCup,Clay,ATP,09-07-2013,Hanescu,Victor,Tursunov,Dmitry,42,29,Home Win,0.714130036,Marathonbet.co.uk,Best Betting,1.520000,0.0854776547200,Home Win,2,1,Completed
Hall of Fame Tennis Championships,Grass,ATP,09-07-2013,Matosevic,Marinko,Sock,Jack,60,23,Home Win,0.681735007,Pinnacle Sports,Best Betting,2.180000,0.4861823152600,Away Win,1,0,Completed
Hall of Fame Tennis Championships,Grass,ATP,09-07-2013,Querrey,Sam,Smyczek,Tim,88,18,Home Win,0.857288973,Ladbrokes,Best Betting,1.220000,0.0458925470600,Away Win,2,0,Completed
Hall of Fame Tennis Championships,Grass,ATP,09-07-2013,Ebden,Matthew,Hewitt,Lleyton,46,49,Away Win,0.877149107,Ladbrokes,Best Betting,1.360000,0.1929227855200,Away Win,2,0,Completed
Hall of Fame Tennis Championships,Grass,ATP,09-07-2013,Mahut,Nicolas,Williams,Rhyne,43,12,Home Win,0.919178151,Ladbrokes,Best Betting,1.250000,0.1489726887500,Home Win,2,0,Completed
Hall of Fame Tennis Championships,Grass,ATP,09-07-2013,Kudla,Denis,Pospisil,Vasek,16,22,Home Win,0.760784596,William Hill,Best Betting,1.910000,0.4530985783600,Away Win,2,1,Completed
Hall of Fame Tennis Championships,Grass,ATP,09-07-2013,Roger-Vasselin,Edouard,Karlovic,Ivo,61,37,Away Win,0.843378081,Marathonbet.co.uk,Best Betting,3.150000,1.6566409551500,Away Win,2,0,Completed
Hall of Fame Tennis Championships,Grass,ATP,09-07-2013,Bossel,Adrien,Ram,Rajeev,0,23,Away Win,0.831388630,Paddy Power,Best Betting,1.500000,0.2470829450000,Away Win,2,0,Completed
Hall of Fame Tennis Championships,Grass,ATP,09-07-2013,Kuznetsov,Alex,De Schepper,Kenny,4,18,Away Win,0.878876464,youwin,Odds Checker Mobi,1.450000,0.2743708728000,Home Win,2,0,Completed
Hall of Fame Tennis Championships,Grass,ATP,09-07-2013,Sijsling,Igor,Viola,Matteo,46,8,Away Win,0.195068588,Pinnacle Sports,Best Betting,6.650000,0.2972061102000,Home Win,2,0,Completed
Hall of Fame Tennis Championships,Grass,ATP,09-07-2013,Amritraj,Prakash,Cipolla,Flavio,2,48,Home Win,0.859546688,888sport,Best Betting,1.640000,0.4096565683200,Home Win,2,0,Completed
Hall of Fame Tennis Championships,Grass,ATP,09-07-2013,Hernych,Jan,Pavic,Ante,9,0,Home Win,0.827930998,Stan James,Best Betting,1.290000,0.0680309874200,Home Win,2,0,Completed
Hall of Fame Tennis Championships,Grass,ATP,09-07-2013,Russell,Michael,Marchenko,Illya,34,3,Away Win,0.567789576,Pinnacle Sports,Best Betting,2.180000,0.2377812756800,Home Win,2,1,Completed
SkiStar Swedish Open,Clay,ATP,10-07-2013,Dimitrov,Grigor,Volandri,Filippo,77,44,Away Win,0.327182347,32Red bet,Best Betting,3.350000,0.0960608624500,Home Win,2,1,Completed
SkiStar Swedish Open,Clay,ATP,10-07-2013,Robredo,Tommy,Ramos,Albert,48,86,Home Win,0.773321355,Pinnacle Sports,Best Betting,1.410000,0.0903831105500,Away Win,2,0,Completed
SkiStar Swedish Open,Clay,ATP,10-07-2013,Laaksonen,Henri,Monaco,Juan,5,80,Home Win,0.131584407,Betfair,Odds Checker Mobi,9.526250,0.3125544598250,Away Win,2,0,Completed
SkiStar Swedish Open,Clay,ATP,10-07-2013,Kavcic,Blaz,Berlocq,Carlos,36,79,Home Win,0.362778505,Marathonbet.co.uk,Best Betting,4.330000,0.5708309266500,Away Win,2,0,Completed
MercedesCup,Clay,ATP,10-07-2013,Bautista-Agut,Roberto,Klizan,Martin,39,55,Home Win,0.394166233,Bet Victor,Odds Checker Mobi,2.600000,0.0248322058000,Home Win,2,1,Completed
MercedesCup,Clay,ATP,10-07-2013,Mayer,Florian,Monfils,Gael,70,55,Away Win,0.762436411,Pinnacle Sports,Best Betting,1.590000,0.2122738934900,Away Win,2,0,Completed
Hall of Fame Tennis Championships,Grass,ATP,10-07-2013,Sock,Jack,Hernych,Jan,24,10,Away Win,0.725800400,Bet Victor,Odds Checker Mobi,2.300000,0.6693409200000,Away Win,2,1,Completed
Hall of Fame Tennis Championships,Grass,ATP,10-07-2013,Amritraj,Prakash,Hewitt,Lleyton,3,50,Away Win,0.913506932,Ladbrokes,Best Betting,1.140000,0.0413979024800,Away Win,2,0,Completed
Hall of Fame Tennis Championships,Grass,ATP,10-07-2013,Mannarino,Adrian,Isner,John,16,89,Home Win,0.333429047,Pinnacle Sports,Best Betting,3.640000,0.2136817310800,Away Win,2,0,Completed
Hall of Fame Tennis Championships,Grass,ATP,10-07-2013,Smyczek,Tim,Mahut,Nicolas,19,44,Home Win,0.287622479,Boylesports,Best Betting,3.600000,0.0354409244000,Away Win,2,0,Completed
Hall of Fame Tennis Championships,Grass,ATP,10-07-2013,Karlovic,Ivo,Pospisil,Vasek,38,23,Home Win,0.886213068,Pinnacle Sports,Best Betting,2.040000,0.8078746587200,Home Win,2,1,Completed
Hall of Fame Tennis Championships,Grass,ATP,10-07-2013,Przysiezny,Michal,Ram,Rajeev,5,24,Away Win,0.719483874,Paddy Power,Best Betting,1.670000,0.2015380695800,Home Win,2,1,Completed
Hall of Fame Tennis Championships,Grass,ATP,10-07-2013,Sijsling,Igor,Sugita,Yuichi,47,3,Away Win,0.233068283,Pinnacle Sports,Best Betting,4.900000,0.1420345867000,Home Win,2,0,Completed
Hall of Fame Tennis Championships,Grass,ATP,10-07-2013,Russell,Michael,Kuznetsov,Alex,35,5,Home Win,0.634423811,Paddy Power,Odds Checker Mobi,1.620000,0.0277665738200,Home Win,2,0,Completed
SkiStar Swedish Open,Clay,ATP,11-07-2013,Berdych,Tomas,Alund,Martin,119,13,Away Win,0.082261149,Bet 365,Best Betting,15.000000,0.2339172350000,Home Win,2,0,Completed
SkiStar Swedish Open,Clay,ATP,11-07-2013,Garcia-Lopez,Guillermo,Almagro,Nicolas,65,114,Away Win,0.837402958,Marathonbet.co.uk,Best Betting,1.270000,0.0635017566600,Away Win,2,1,Completed
SkiStar Swedish Open,Clay,ATP,11-07-2013,de Bakker,Thiemo,Troicki,Viktor,10,78,Home Win,0.358217705,Boylesports,Best Betting,4.330000,0.5510826626500,Home Win,2,1,Completed
MercedesCup,Clay,ATP,11-07-2013,Davydenko,Nikolay,Paire,Benoit,77,92,Home Win,0.525729613,Stan James,Best Betting,2.000000,0.0514592260000,Away Win,2,0,Completed
MercedesCup,Clay,ATP,11-07-2013,Haas,Tommy,Gulbis,Ernests,88,59,Away Win,0.439892363,Stan James,Best Betting,2.500000,0.0997309075000,Home Win,2,1,Completed
MercedesCup,Clay,ATP,11-07-2013,Mayer,Leonardo,Fognini,Fabio,43,80,Away Win,0.718929016,Pinnacle Sports,Best Betting,1.430000,0.0280684928800,Away Win,2,0,Completed
Hall of Fame Tennis Championships,Grass,ATP,11-07-2013,Sijsling,Igor,Russell,Michael,48,35,Home Win,0.767669325,Pinnacle Sports,Best Betting,1.410000,0.0824137482500,Away Win,2,1,Completed
Hall of Fame Tennis Championships,Grass,ATP,11-07-2013,Mahut,Nicolas,Przysiezny,Michal,45,6,Away Win,0.276465820,Pinnacle Sports,Best Betting,5.120000,0.4155049984000,Home Win,2,0,Completed
SkiStar Swedish Open,Clay,ATP,12-07-2013,Verdasco,Fernando,Almagro,Nicolas,82,115,Away Win,0.594663531,32Red bet,Best Betting,1.780000,0.0585010851800,Home Win,2,1,Completed
SkiStar Swedish Open,Clay,ATP,12-07-2013,Berdych,Tomas,de Bakker,Thiemo,120,11,Away Win,0.195696489,BETDAQ,Best Betting,11.782500,1.4168516391500,Away Win,2,0,Completed
SkiStar Swedish Open,Clay,ATP,12-07-2013,Ramos,Albert,Berlocq,Carlos,86,79,Away Win,0.500000000,Pinnacle Sports,Best Betting,2.090000,0.0450000000000,Away Win,2,1,Completed
MercedesCup,Clay,ATP,12-07-2013,Hanescu,Victor,Paire,Benoit,44,92,Home Win,0.509587241,Sporting Bet,Odds Checker Mobi,2.600000,0.3249268266000,Home Win,2,0,Completed
MercedesCup,Clay,ATP,12-07-2013,Haas,Tommy,Fognini,Fabio,89,80,Home Win,0.773327741,32Red bet,Best Betting,1.380000,0.0671922825800,Away Win,2,0,Completed
MercedesCup,Clay,ATP,12-07-2013,Monfils,Gael,Kohlschreiber,Philipp,56,94,Away Win,0.416158193,Marathonbet.co.uk,Best Betting,3.050000,0.2692824886500,Away Win,2,0,Completed
Hall of Fame Tennis Championships,Grass,ATP,12-07-2013,Karlovic,Ivo,Isner,John,39,90,Home Win,0.574312101,Pinnacle Sports,Best Betting,4.300000,1.4695420343000,Away Win,2,0,Completed
Hall of Fame Tennis Championships,Grass,ATP,12-07-2013,Hernych,Jan,Hewitt,Lleyton,11,50,Home Win,0.185223108,Boylesports,Best Betting,6.500000,0.2039502020000,Away Win,2,1,Completed
SkiStar Swedish Open,Clay,ATP,13-07-2013,Dimitrov,Grigor,Verdasco,Fernando,79,82,Home Win,0.511962773,Ladbrokes,Best Betting,2.250000,0.1519162392500,Away Win,2,1,Completed
SkiStar Swedish Open,Clay,ATP,13-07-2013,de Bakker,Thiemo,Berlocq,Carlos,12,79,Home Win,0.492955376,Marathonbet.co.uk,Best Betting,2.950000,0.4542183592000,Away Win,2,0,Completed
MercedesCup,Clay,ATP,13-07-2013,Fognini,Fabio,Bautista-Agut,Roberto,80,41,Away Win,0.268470896,Marathonbet.co.uk,Best Betting,3.750000,0.0067658600000,Home Win,2,0,Completed
MercedesCup,Clay,ATP,13-07-2013,Hanescu,Victor,Kohlschreiber,Philipp,45,94,Home Win,0.374978077,Marathonbet.co.uk,Best Betting,3.750000,0.4061677887500,Away Win,2,0,Completed
SkiStar Swedish Open,Clay,ATP,14-07-2013,Berlocq,Carlos,Verdasco,Fernando,80,82,Home Win,0.331197397,Bet 365,Odds Checker Mobi,3.750000,0.2419902387500,Home Win,2,0,Completed
MercedesCup,Clay,ATP,14-07-2013,Fognini,Fabio,Kohlschreiber,Philipp,81,94,Away Win,0.610406690,Bet Victor,Odds Checker Mobi,1.670000,0.0193791723000,Home Win,2,1,Completed
bet-at-home Open - German Tennis Championships,Clay,ATP,15-07-2013,Lorenzi,Paolo,Brands,Daniel,54,42,Home Win,0.508072021,Marathonbet.co.uk,Best Betting,2.820000,0.4327630992200,Away Win,2,0,Completed
